-0.5 	0 	0 	0
-0.489899 	-2.05206e-10 	-6.64022e-09 	0.0223172
-0.479798 	-4.30796e-10 	-1.32756e-08 	0.0446339
-0.469697 	-6.56386e-10 	-1.9911e-08 	0.0669507
-0.459596 	-8.81976e-10 	-2.65464e-08 	0.0892674
-0.449495 	-8.0537e-10 	-2.75693e-08 	0.0978425
-0.439394 	-5.57744e-10 	-2.54161e-08 	0.098641
-0.429293 	-3.10118e-10 	-2.32629e-08 	0.0994395
-0.419192 	-6.24917e-11 	-2.11096e-08 	0.100238
-0.409091 	1.85134e-10 	-1.89564e-08 	0.101036
-0.39899 	3.69098e-10 	-2.9201e-08 	0.101333
-0.388889 	5.54969e-10 	-4.38762e-08 	0.101449
-0.378788 	7.40841e-10 	-5.85514e-08 	0.101564
-0.368687 	9.26712e-10 	-7.32266e-08 	0.10168
-0.358586 	1.11258e-09 	-8.79018e-08 	0.101795
-0.348485 	1.12126e-09 	-7.69984e-08 	0.101832
-0.338384 	1.09516e-09 	-6.10766e-08 	0.101854
-0.328283 	1.06907e-09 	-4.51548e-08 	0.101875
-0.318182 	1.04298e-09 	-2.9233e-08 	0.101896
-0.308081 	1.01689e-09 	-1.33112e-08 	0.101918
-0.29798 	9.27179e-10 	-2.52384e-10 	0.101924
-0.287879 	8.24216e-10 	1.24658e-08 	0.101928
-0.277778 	7.21254e-10 	2.5184e-08 	0.101932
-0.267677 	6.18291e-10 	3.79022e-08 	0.101936
-0.257576 	5.15329e-10 	5.06204e-08 	0.101941
-0.247475 	4.12367e-10 	6.33386e-08 	0.101945
-0.237374 	3.09404e-10 	7.60568e-08 	0.101949
-0.227273 	2.06442e-10 	8.8775e-08 	0.101953
-0.217172 	1.03479e-10 	1.01493e-07 	0.101957
-0.207071 	5.16794e-13 	1.14211e-07 	0.101961
-0.19697 	-3.25729e-11 	1.06429e-07 	0.101962
-0.186869 	-5.92076e-11 	9.48698e-08 	0.101963
-0.176768 	-8.58423e-11 	8.33109e-08 	0.101963
-0.166667 	-1.12477e-10 	7.17519e-08 	0.101964
-0.156566 	-1.39112e-10 	6.0193e-08 	0.101964
-0.146465 	-1.65746e-10 	4.86341e-08 	0.101964
-0.136364 	-1.92381e-10 	3.70751e-08 	0.101965
-0.126263 	-2.19016e-10 	2.55162e-08 	0.101965
-0.116162 	-2.4565e-10 	1.39573e-08 	0.101965
-0.106061 	-2.72285e-10 	2.39832e-09 	0.101966
-0.0959596 	-2.58499e-10 	-9.11674e-10 	0.101966
-0.0858586 	-2.27882e-10 	-7.8671e-10 	0.101966
-0.0757576 	-1.97265e-10 	-6.61745e-10 	0.101966
-0.0656566 	-1.66648e-10 	-5.3678e-10 	0.101966
-0.0555556 	-1.36031e-10 	-4.11816e-10 	0.101966
-0.0454545 	-1.05413e-10 	-2.86851e-10 	0.101966
-0.0353535 	-7.47962e-11 	-1.61887e-10 	0.101966
-0.0252525 	-4.4179e-11 	-3.69219e-11 	0.101966
-0.0151515 	-1.35617e-11 	8.80427e-11 	0.101966
-0.00505051 	1.70555e-11 	2.13007e-10 	0.101966
0.00505051 	4.47567e-11 	3.44728e-10 	0.101966
0.0151515 	6.96917e-11 	4.64721e-10 	0.101966
0.0252525 	9.46266e-11 	5.84713e-10 	0.101966
0.0353535 	1.19561e-10 	7.04706e-10 	0.101966
0.0454545 	1.44496e-10 	8.24698e-10 	0.101966
0.0555556 	1.69431e-10 	9.44691e-10 	0.101966
0.0656566 	1.94366e-10 	1.06468e-09 	0.101966
0.0757576 	2.19301e-10 	1.18468e-09 	0.101966
0.0858586 	2.44236e-10 	1.30467e-09 	0.101966
0.0959596 	2.69171e-10 	1.42466e-09 	0.101966
0.106061 	2.73646e-10 	-1.84046e-09 	0.101966
0.116162 	2.28683e-10 	-1.32854e-08 	0.101965
0.126263 	1.83719e-10 	-2.47304e-08 	0.101965
0.136364 	1.38756e-10 	-3.61753e-08 	0.101965
0.146465 	9.37919e-11 	-4.76203e-08 	0.101964
0.156566 	4.88284e-11 	-5.90653e-08 	0.101964
0.166667 	3.86482e-12 	-7.05102e-08 	0.101964
0.176768 	-4.10987e-11 	-8.19552e-08 	0.101963
0.186869 	-8.60623e-11 	-9.34002e-08 	0.101963
0.19697 	-1.31026e-10 	-1.04845e-07 	0.101962
0.207071 	-1.81411e-10 	-1.12632e-07 	0.101961
0.217172 	-2.21312e-10 	-1.00459e-07 	0.101957
0.227273 	-2.61213e-10 	-8.82855e-08 	0.101953
0.237374 	-3.01114e-10 	-7.61125e-08 	0.101949
0.247475 	-3.41014e-10 	-6.39395e-08 	0.101945
0.257576 	-3.80915e-10 	-5.17665e-08 	0.101941
0.267677 	-4.20816e-10 	-3.95935e-08 	0.101936
0.277778 	-4.60717e-10 	-2.74205e-08 	0.101932
0.287879 	-5.00618e-10 	-1.52476e-08 	0.101928
