0 	0
0.010101 	-3.25168e-12
0.020202 	-4.99576e-11
0.030303 	-9.66635e-11
0.040404 	-1.43369e-10
0.0505051 	2.36329e-11
0.0606061 	3.11577e-10
0.0707071 	5.99522e-10
0.0808081 	8.87466e-10
0.0909091 	1.17541e-09
0.10101 	1.44304e-09
0.111111 	1.76317e-09
0.121212 	2.0833e-09
0.131313 	2.40344e-09
0.141414 	2.72357e-09
0.151515 	2.72584e-09
0.161616 	2.66574e-09
0.171717 	2.60565e-09
0.181818 	2.54556e-09
0.191919 	2.48546e-09
0.20202 	2.32433e-09
0.212121 	2.14592e-09
0.222222 	1.9675e-09
0.232323 	1.78909e-09
0.242424 	1.61068e-09
0.252525 	1.43227e-09
0.262626 	1.25385e-09
0.272727 	1.07544e-09
0.282828 	8.97027e-10
0.292929 	7.18615e-10
0.30303 	6.34815e-10
0.313131 	5.52385e-10
0.323232 	4.69956e-10
0.333333 	3.87526e-10
0.343434 	3.05096e-10
0.353535 	2.22666e-10
0.363636 	1.40237e-10
0.373737 	5.78068e-11
0.383838 	-2.46229e-11
0.393939 	-1.07053e-10
0.40404 	-8.65003e-11
0.414141 	-2.30649e-11
0.424242 	4.03705e-11
0.434343 	1.03806e-10
0.444444 	1.67241e-10
0.454545 	2.30677e-10
0.464646 	2.94112e-10
0.474747 	3.57548e-10
0.484848 	4.20983e-10
0.494949 	4.84418e-10
0.505051 	5.17822e-10
0.515152 	5.21146e-10
0.525253 	5.24471e-10
0.535354 	5.27795e-10
0.545455 	5.31119e-10
0.555556 	5.34443e-10
0.565657 	5.37767e-10
0.575758 	5.41092e-10
0.585859 	5.44416e-10
0.59596 	5.4774e-10
0.606061 	5.11434e-10
0.616162 	3.79365e-10
0.626263 	2.47296e-10
0.636364 	1.15227e-10
0.646465 	-1.68422e-11
0.656566 	-1.48911e-10
0.666667 	-2.8098e-10
0.676768 	-4.13049e-10
0.686869 	-5.45118e-10
0.69697 	-6.77187e-10
0.707071 	-8.01498e-10
0.717172 	-7.76382e-10
0.727273 	-7.51266e-10
0.737374 	-7.2615e-10
0.747475 	-7.01033e-10
0.757576 	-6.75917e-10
0.767677 	-6.50801e-10
0.777778 	-6.25685e-10
0.787879 	-6.00569e-10
0.79798 	-5.75453e-10
0.808081 	-5.15729e-10
0.818182 	-1.35842e-10
0.828283 	2.44045e-10
0.838384 	6.23931e-10
0.848485 	1.00382e-09
0.858586 	1.37544e-09
0.868687 	1.70506e-09
0.878788 	2.03467e-09
0.888889 	2.36429e-09
0.89899 	2.6939e-09
0.909091 	2.87204e-09
0.919192 	2.47852e-09
0.929293 	2.085e-09
0.939394 	1.69148e-09
0.949495 	1.29796e-09
0.959596 	9.6312e-10
0.969697 	7.31742e-10
0.979798 	5.00365e-10
0.989899 	2.68987e-10
0.999994 	0
