0 	0
0.010101 	2.2467e-10
0.020202 	4.44097e-10
0.030303 	6.63525e-10
0.040404 	8.82953e-10
0.0505051 	8.42772e-10
0.0606061 	6.55673e-10
0.0707071 	4.68573e-10
0.0808081 	2.81474e-10
0.0909091 	9.43747e-11
0.10101 	7.73624e-11
0.111111 	1.22069e-10
0.121212 	1.66776e-10
0.131313 	2.11482e-10
0.141414 	2.56189e-10
0.151515 	2.82373e-10
0.161616 	3.04924e-10
0.171717 	3.27475e-10
0.181818 	3.50025e-10
0.191919 	3.72576e-10
0.20202 	3.56021e-10
0.212121 	3.30018e-10
0.222222 	3.04015e-10
0.232323 	2.78011e-10
0.242424 	2.52008e-10
0.252525 	2.26005e-10
0.262626 	2.00002e-10
0.272727 	1.73998e-10
0.282828 	1.47995e-10
0.292929 	1.21992e-10
0.30303 	1.04135e-10
0.313131 	8.87728e-11
0.323232 	7.34105e-11
0.333333 	5.80482e-11
0.343434 	4.26859e-11
0.353535 	2.73236e-11
0.363636 	1.19613e-11
0.373737 	-3.40095e-12
0.383838 	-1.87632e-11
0.393939 	-3.41255e-11
0.40404 	-3.12652e-11
0.414141 	-2.08167e-11
0.424242 	-1.03682e-11
0.434343 	8.03137e-14
0.444444 	1.05288e-11
0.454545 	2.09773e-11
0.464646 	3.14258e-11
0.474747 	4.18743e-11
0.484848 	5.23228e-11
0.494949 	6.27713e-11
0.505051 	6.98744e-11
0.515152 	7.3668e-11
0.525253 	7.74616e-11
0.535354 	8.12552e-11
0.545455 	8.50488e-11
0.555556 	8.88424e-11
0.565657 	9.2636e-11
0.575758 	9.64296e-11
0.585859 	1.00223e-10
0.59596 	1.04017e-10
0.606061 	1.00008e-10
0.616162 	7.71453e-11
0.626263 	5.42825e-11
0.636364 	3.14198e-11
0.646465 	8.55705e-12
0.656566 	-1.43057e-11
0.666667 	-3.71684e-11
0.676768 	-6.00312e-11
0.686869 	-8.28939e-11
0.69697 	-1.05757e-10
0.707071 	-1.28592e-10
0.717172 	-1.60546e-10
0.727273 	-1.925e-10
0.737374 	-2.24453e-10
0.747475 	-2.56407e-10
0.757576 	-2.88361e-10
0.767677 	-3.20314e-10
0.777778 	-3.52268e-10
0.787879 	-3.84222e-10
0.79798 	-4.16175e-10
0.808081 	-4.30263e-10
0.818182 	-2.62039e-10
0.828283 	-9.38149e-11
0.838384 	7.44092e-11
0.848485 	2.42633e-10
0.858586 	4.09374e-10
0.868687 	5.68573e-10
0.878788 	7.27772e-10
0.888889 	8.86971e-10
0.89899 	1.04617e-09
0.909091 	1.13175e-09
0.919192 	1.01105e-09
0.929293 	8.90339e-10
0.939394 	7.69631e-10
0.949495 	6.48923e-10
0.959596 	5.24882e-10
0.969697 	3.94964e-10
0.979798 	2.65045e-10
0.989899 	1.35126e-10
0.999994 	0
