-0.5 	0 	0 	0
-0.489899 	2.43733e-10 	-1.14946e-08 	0.0216602
-0.479798 	4.48255e-10 	-2.2981e-08 	0.0433202
-0.469697 	6.52777e-10 	-3.44675e-08 	0.0649803
-0.459596 	8.573e-10 	-4.5954e-08 	0.0866404
-0.449495 	1.04084e-09 	-4.91614e-08 	0.0953829
-0.439394 	1.21251e-09 	-4.76837e-08 	0.0968152
-0.429293 	1.38417e-09 	-4.6206e-08 	0.0982474
-0.419192 	1.55584e-09 	-4.47282e-08 	0.0996797
-0.409091 	1.72751e-09 	-4.32505e-08 	0.101112
-0.39899 	1.84672e-09 	-5.76053e-08 	0.101719
-0.388889 	2.00035e-09 	-7.7589e-08 	0.102028
-0.378788 	2.15398e-09 	-9.75727e-08 	0.102337
-0.368687 	2.30761e-09 	-1.17556e-07 	0.102646
-0.358586 	2.46124e-09 	-1.3754e-07 	0.102956
-0.348485 	2.4057e-09 	-1.19041e-07 	0.103064
-0.338384 	2.30911e-09 	-9.29924e-08 	0.103132
-0.328283 	2.21253e-09 	-6.69435e-08 	0.103201
-0.318182 	2.11594e-09 	-4.08946e-08 	0.103269
-0.308081 	2.01936e-09 	-1.48457e-08 	0.103338
-0.29798 	1.85457e-09 	4.75536e-09 	0.103361
-0.287879 	1.67669e-09 	2.35717e-08 	0.103379
-0.277778 	1.49882e-09 	4.2388e-08 	0.103396
-0.267677 	1.32095e-09 	6.12043e-08 	0.103413
-0.257576 	1.14307e-09 	8.00206e-08 	0.103431
-0.247475 	9.652e-10 	9.8837e-08 	0.103448
-0.237374 	7.87327e-10 	1.17653e-07 	0.103466
-0.227273 	6.09454e-10 	1.3647e-07 	0.103483
-0.217172 	4.31581e-10 	1.55286e-07 	0.103501
-0.207071 	2.53708e-10 	1.74102e-07 	0.103518
-0.19697 	1.83269e-10 	1.6228e-07 	0.103523
-0.186869 	1.18258e-10 	1.44808e-07 	0.103526
-0.176768 	5.32478e-11 	1.27335e-07 	0.103529
-0.166667 	-1.17629e-11 	1.09863e-07 	0.103532
-0.156566 	-7.67736e-11 	9.239e-08 	0.103534
-0.146465 	-1.41784e-10 	7.49174e-08 	0.103537
-0.136364 	-2.06795e-10 	5.74448e-08 	0.10354
-0.126263 	-2.71806e-10 	3.99722e-08 	0.103543
-0.116162 	-3.36816e-10 	2.24996e-08 	0.103545
-0.106061 	-4.01827e-10 	5.02697e-09 	0.103548
-0.0959596 	-3.76409e-10 	-4.99657e-11 	0.103549
-0.0858586 	-3.13336e-10 	3.48087e-11 	0.10355
-0.0757576 	-2.50263e-10 	1.19583e-10 	0.10355
-0.0656566 	-1.8719e-10 	2.04358e-10 	0.10355
-0.0555556 	-1.24117e-10 	2.89132e-10 	0.103551
-0.0454545 	-6.10445e-11 	3.73907e-10 	0.103551
-0.0353535 	2.02842e-12 	4.58681e-10 	0.103552
-0.0252525 	6.51014e-11 	5.43456e-10 	0.103552
-0.0151515 	1.28174e-10 	6.2823e-10 	0.103552
-0.00505051 	1.91247e-10 	7.13005e-10 	0.103553
0.00505051 	2.28198e-10 	8.16432e-10 	0.103553
0.0151515 	2.39003e-10 	9.10912e-10 	0.103552
0.0252525 	2.49809e-10 	1.00539e-09 	0.103552
0.0353535 	2.60614e-10 	1.09987e-09 	0.103552
0.0454545 	2.7142e-10 	1.19435e-09 	0.103551
0.0555556 	2.82225e-10 	1.28883e-09 	0.103551
0.0656566 	2.9303e-10 	1.38331e-09 	0.10355
0.0757576 	3.03836e-10 	1.47779e-09 	0.10355
0.0858586 	3.14641e-10 	1.57227e-09 	0.10355
0.0959596 	3.25446e-10 	1.66676e-09 	0.103549
0.106061 	3.01323e-10 	-3.31836e-09 	0.103548
0.116162 	1.92798e-10 	-2.05779e-08 	0.103545
0.126263 	8.42736e-11 	-3.78375e-08 	0.103543
0.136364 	-2.42512e-11 	-5.5097e-08 	0.10354
0.146465 	-1.32776e-10 	-7.23566e-08 	0.103537
0.156566 	-2.41301e-10 	-8.96161e-08 	0.103534
0.166667 	-3.49826e-10 	-1.06876e-07 	0.103532
0.176768 	-4.5835e-10 	-1.24135e-07 	0.103529
0.186869 	-5.66875e-10 	-1.41395e-07 	0.103526
0.19697 	-6.754e-10 	-1.58654e-07 	0.103523
0.207071 	-7.80321e-10 	-1.70483e-07 	0.103518
0.217172 	-7.70173e-10 	-1.52732e-07 	0.103501
0.227273 	-7.60024e-10 	-1.34982e-07 	0.103483
0.237374 	-7.49876e-10 	-1.17232e-07 	0.103466
0.247475 	-7.39728e-10 	-9.94815e-08 	0.103448
0.257576 	-7.29579e-10 	-8.17312e-08 	0.103431
0.267677 	-7.19431e-10 	-6.3981e-08 	0.103414
0.277778 	-7.09282e-10 	-4.62307e-08 	0.103396
0.287879 	-6.99134e-10 	-2.84804e-08 	0.103379
0.29798 	-6.88986e-10 	-1.07302e-08 	0.103361
0.308081 	-6.48034e-10 	7.85008e-09 	0.103338
0.318182 	-3.18728e-10 	3.32381e-08 	0.103269
0.328283 	1.05781e-11 	5.86261e-08 	0.103201
0.338384 	3.39884e-10 	8.40141e-08 	0.103132
0.348485 	6.69191e-10 	1.09402e-07 	0.103064
0.358586 	9.9642e-10 	1.27406e-07 	0.102955
0.368687 	1.31309e-09 	1.07857e-07 	0.102646
0.378788 	1.62975e-09 	8.83072e-08 	0.102337
0.388889 	1.94642e-09 	6.87577e-08 	0.102028
0.39899 	2.26309e-09 	4.92082e-08 	0.101719
0.409091 	2.43638e-09 	3.52832e-08 	0.101111
0.419192 	2.07671e-09 	3.71382e-08 	0.0996788
0.429293 	1.71703e-09 	3.89932e-08 	0.0982465
0.439394 	1.35735e-09 	4.08482e-08 	0.0968142
0.449495 	9.97676e-10 	4.27032e-08 	0.0953819
0.459596 	7.07276e-10 	4.02461e-08 	0.0866293
0.469697 	5.39027e-10 	3.01856e-08 	0.0649694
0.479798 	3.70778e-10 	2.01251e-08 	0.0433094
0.489899 	2.02529e-10 	1.00647e-08 	0.0216494
0.499994 	0 	0 	0
