0 	7.31982e-05
0.010101 	6.85878e-05
0.020202 	6.39783e-05
0.030303 	5.93689e-05
0.040404 	5.47594e-05
0.0505051 	5.02345e-05
0.0606061 	4.57575e-05
0.0707071 	4.12804e-05
0.0808081 	3.68033e-05
0.0909091 	3.23263e-05
0.10101 	3.10559e-05
0.111111 	3.0944e-05
0.121212 	3.08322e-05
0.131313 	3.07203e-05
0.141414 	3.06085e-05
0.151515 	3.06435e-05
0.161616 	3.07072e-05
0.171717 	3.0771e-05
0.181818 	3.08348e-05
0.191919 	3.08986e-05
0.20202 	3.09273e-05
0.212121 	3.09515e-05
0.222222 	3.09758e-05
0.232323 	3.1e-05
0.242424 	3.10243e-05
0.252525 	3.10485e-05
0.262626 	3.10727e-05
0.272727 	3.1097e-05
0.282828 	3.11212e-05
0.292929 	3.11455e-05
0.30303 	3.11517e-05
0.313131 	3.11547e-05
0.323232 	3.11577e-05
0.333333 	3.11606e-05
0.343434 	3.11636e-05
0.353535 	3.11666e-05
0.363636 	3.11695e-05
0.373737 	3.11725e-05
0.383838 	3.11755e-05
0.393939 	3.11784e-05
0.40404 	3.11795e-05
0.414141 	3.11797e-05
0.424242 	3.118e-05
0.434343 	3.11802e-05
0.444444 	3.11805e-05
0.454545 	3.11807e-05
0.464646 	3.11809e-05
0.474747 	3.11812e-05
0.484848 	3.11814e-05
0.494949 	3.11817e-05
0.505051 	3.11817e-05
0.515152 	3.11814e-05
0.525253 	3.11812e-05
0.535354 	3.1181e-05
0.545455 	3.11807e-05
0.555556 	3.11805e-05
0.565657 	3.11802e-05
0.575758 	3.118e-05
0.585859 	3.11797e-05
0.59596 	3.11795e-05
0.606061 	3.11785e-05
0.616162 	3.11755e-05
0.626263 	3.11725e-05
0.636364 	3.11695e-05
0.646465 	3.11666e-05
0.656566 	3.11636e-05
0.666667 	3.11606e-05
0.676768 	3.11577e-05
0.686869 	3.11547e-05
0.69697 	3.11517e-05
0.707071 	3.11455e-05
0.717172 	3.11212e-05
0.727273 	3.1097e-05
0.737374 	3.10727e-05
0.747475 	3.10485e-05
0.757576 	3.10242e-05
0.767677 	3.1e-05
0.777778 	3.09757e-05
0.787879 	3.09515e-05
0.79798 	3.09272e-05
0.808081 	3.08985e-05
0.818182 	3.08347e-05
0.828283 	3.07709e-05
0.838384 	3.07072e-05
0.848485 	3.06434e-05
0.858586 	3.06084e-05
0.868687 	3.07203e-05
0.878788 	3.08322e-05
0.888889 	3.09441e-05
0.89899 	3.1056e-05
0.909091 	3.23282e-05
0.919192 	3.68057e-05
0.929293 	4.12831e-05
0.939394 	4.57606e-05
0.949495 	5.0238e-05
0.959596 	5.47633e-05
0.969697 	5.93729e-05
0.979798 	6.39825e-05
0.989899 	6.85922e-05
0.999994 	7.32005e-05
